16,38,72,164,318,644,1366,2805,5797
9,15,28,55,114,222,466,943,2991
8,14,26,53,117,230,503,1103,5604
5,12,25,50,180,275,486,990,3013
11,22,33,49,174,219,543,957,2828
10,20,39,47,111,209,444,875,2604
6,13,25,50,129,268,513,971,2456
43,13,26,53,152,220,471,1009,3141
6,13,43,50,149,230,438,965,7986
11,20,41,52,130,311,557,1015,3553
