15,36,70,165,307,645,1365,2790,5828
9,15,32,59,153,272,561,1027,5294
7,13,27,73,158,231,487,1322,3494
6,13,26,54,134,293,538,1028,3273
8,14,30,73,127,254,487,1270,3189
7,13,25,55,141,247,451,1038,2304
6,13,27,50,118,257,532,1007,3625
9,14,30,76,159,236,489,1534,2403
8,15,29,62,199,304,622,1033,5554
7,13,28,96,127,355,540,987,2333
