15,36,68,160,313,631,1375,2882,5790
11,18,33,56,119,227,459,2391,2899
7,15,27,54,117,235,492,1399,3139
7,12,25,53,112,216,472,2692,3236
7,11,24,51,110,211,444,1300,3585
6,10,23,46,112,199,431,1881,3852
7,12,24,52,115,212,501,1384,3601
6,12,24,49,115,213,571,1512,3075
6,12,24,50,114,217,439,1228,2110
6,13,28,59,122,224,500,3376,3158
