0,1501
0,3113
0,6437
0,1184
0,1233
1,2637
0,9
0,4
0,9
0,25
0,36
0,74
0,144
0,302
0,651
0,6
0,7
0,8
0,12
0,20
0,52
0,85
0,151
1,376
0,6
0,2
0,6
0,11
0,22
0,45
0,83
0,151
1,656
0,6
0,3
0,9
0,18
0,25
0,46
1,100
0,182
1,352
0,6
0,3
0,6
0,11
0,22
0,45
0,85
0,165
0,478
0,9
0,2
0,6
0,14
0,25
0,50
0,87
0,189
1,492
0,9
0,4
0,5
0,11
0,17
0,45
0,93
0,193
1,372
0,8
0,1
0,4
0,9
0,21
0,41
0,85
0,168
1,368
0,9
0,3
0,4
0,10
0,16
0,34
0,87
0,170
0,351
0,7
0,2
0,4
0,10
0,18
0,33
0,62
0,165
1,455
