70,39,108,243,343,782,1390,2827,5810
59,37,68,85,221,547,915,1843,3262
64,89,73,130,207,453,856,1748,3581
58,108,68,129,242,465,895,1806,5106
54,33,42,128,237,450,696,1770,3232
72,20,56,125,229,491,846,1662,3749
96,26,46,122,250,418,909,1577,3269
69,98,176,93,255,422,855,1456,3815
102,35,71,96,154,354,620,1617,3504
72,33,57,271,201,364,613,1463,4263
